1. Which is your primary browser for development,2. Which of the following technologies have you made use of?,2. Which of the following technologies have you made use of?,2. Which of the following technologies have you made use of?,2. Which of the following technologies have you made use of?,2. Which of the following technologies have you made use of?,3. How old are the apps you frequently work on?,3. How old are the apps you frequently work on?,3. How old are the apps you frequently work on?,3. How old are the apps you frequently work on?,4. What is your typical Internet connection speed?,5. Web innovation is outpacing native,6. I am satisfied with the state of browser tooling for web dev,7. Building for the web is becoming easier over time,8. I feel safe while browsing the web,9. I am satisfied with browser standards adoption,10. The web is improving for end-users,11. I am satisfied with the communication between the software side and the business side of my organization,12. I am satisfied with the communication between the design side and the engineering side of my organization,13. I am satisfied with the state of analytics tooling for the web,14. I am satisfied with the state of a/b test tooling for the web,15. I am satisfied with the current user interface design trends for the web,16. I am familiar with the laws associated with GDPR,17. The desktop web is typically slow and sluggish,18. Accessibility is an important concern in my web development,19. The mobile web is typically slow and sluggish,20. I dislike ads on the web,21. I am optimistic about the future of progressive web apps,22. Artificial intelligence advancements are having a big impact on the web,23. I am satisfied with the development libraries my team and I use,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,24. Which software development roles do you assume on a regular basis?,25. Which of these front-end JavaScript frameworks do you work currently work with?,25. Which of these front-end JavaScript frameworks do you work currently work with?,25. Which of these front-end JavaScript frameworks do you work currently work with?,25. Which of these front-end JavaScript frameworks do you work currently work with?,25. Which of these front-end JavaScript frameworks do you work currently work with?,25. Which of these front-end JavaScript frameworks do you work currently work with?,25. Which of these front-end JavaScript frameworks do you work currently work with?,"26. When working with CSS, which of the following do you make use of?","26. When working with CSS, which of the following do you make use of?","26. When working with CSS, which of the following do you make use of?","26. When working with CSS, which of the following do you make use of?","26. When working with CSS, which of the following do you make use of?",27. How does your team/project do a/b testing in your projects?,28. Which desktop operating system do you use for development?,28. Which desktop operating system do you use for development?,28. Which desktop operating system do you use for development?,28. Which desktop operating system do you use for development?,29. Does your team/project support IE 10 and under?,30. Should browsers still allow users to disable JavaScript?,31. Do the apps/sites you work on typically import custom fonts?,32. Does your team create design mockups before coding?,"33. Does your team use a package manager such as npm, yarn, bower, etc.?",34. Do your projects currently serve WebP-formatted images to supporting browsers?,35. Does your team write code tests for front-end code?,36. Does your team write code tests for back-end code?,37. Do you typically practice test-driven-development?,38. What is your age?,39. How long have you been working in software (in years),40. Which mobile device ecosystem you use for personal use?,41. What is your gender identity?,42. Which of the following educational programs have you made use of?,42. Which of the following educational programs have you made use of?,42. Which of the following educational programs have you made use of?,42. Which of the following educational programs have you made use of?,42. Which of the following educational programs have you made use of?,43. Are you a...
Chrome,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),(blank),1-3 years,3-8 years,(blank),I don't know,6,9,6,10,8,3,5,2,3,0,2,10,6,0,7,10,5,5,8,(blank),Back-end web development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't write front-end JavaScript,(blank),(blank),(blank),(blank),I don't work with CSS,Custom built solution,MacOS,(blank),(blank),,0,1,1,1,1,,1,1,1,30 - 34,12,Android,Prefer Not to Answer,A computer science degree,(blank),(blank),(blank),(blank),Cat person
Chrome,(blank),Service Workers,(blank),Content Distribution Network (CDN),(blank),(blank),(blank),(blank),(blank),10mbps to 15mbps,3,8,10,9,10,5,,,,,7,6,2,2,7,10,10,8,7,Front-end web development,Back-end web development,Web design,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Angular,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),My team doesn't practice a/b testing,MacOS,Windows,(blank),,0,0,1,0,1,0,0,0,0,≤ 17,,Android,Man,(blank),(blank),(blank),A self-paced online learning program,(blank),Neither
Chrome,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,3-8 years,More than 8 years,Over 15mbps,9,8,0,2,7,10,4,9,5,2,8,10,2,10,6,6,8,9,8,Front-end web development,Back-end web development,Web design,(blank),(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't use any JavaScript frameworks,(blank),flexbox,grid,preprocessors,(blank),(blank),Open source library/framework,MacOS,(blank),(blank),,0,1,1,0,1,0,0,0,0,35 - 39,19,iOS,Man,(blank),(blank),(blank),(blank),None of the above,Cat person
Chrome,HTTP2,Service Workers,Browser Push Notifications,Content Distribution Network (CDN),(blank),Less than 1 year,(blank),(blank),(blank),Over 15mbps,6,3,4,3,1,10,4,10,3,4,5,10,6,10,6,10,10,10,5,Front-end web development,Back-end web development,Web design,Product manager for web team,Web tooling development,(blank),(blank),(blank),(blank),(blank),React,(blank),(blank),Vue,(blank),(blank),(blank),flexbox,grid,(blank),(blank),(blank),Custom built solution,MacOS,(blank),(blank),,1,0,1,1,1,1,0,1,1,,,iOS,,A computer science degree,(blank),An intensive online learning program,A self-paced online learning program,(blank),Cat person
Firefox,(blank),(blank),(blank),(blank),(blank),Less than 1 year,(blank),(blank),(blank),Over 15mbps,8,6,8,7,6,9,6,8,7,7,8,7,5,5,6,10,6,5,6,Front-end web development,Back-end web development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Angular,(blank),Vue,(blank),(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,Windows,(blank),,0,0,1,0,1,0,1,1,0,40 - 49,12,iOS,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Cat person
Chrome,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,(blank),(blank),Over 15mbps,7,6,4,8,7,10,10,10,9,8,8,8,0,10,0,7,8,4,8,Front-end web development,Back-end web development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Vue,(blank),(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),Third party product/service,MacOS,(blank),(blank),,0,1,1,1,1,0,0,1,1,18 - 24,2,Android,Man,(blank),(blank),(blank),(blank),None of the above,Dog person
Other,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),(blank),(blank),3-8 years,(blank),Over 15mbps,6,7,3,7,8,8,5,7,8,5,4,9,3,6,3,10,8,1,7,Front-end web development,Back-end web development,Web design,(blank),(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I use frameworks but none of these,(blank),(blank),flexbox,grid,preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,(blank),Linux,,0,1,0,0,1,0,0,1,1,30 - 34,14,iOS,Man,(blank),(blank),(blank),(blank),None of the above,Cat person
Chrome,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,(blank),(blank),(blank),I don't know,5,8,8,9,3,5,0,5,7,5,0,2,0,3,10,10,10,7,2,Front-end web development,Back-end web development,(blank),(blank),(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,(blank),(blank),,0,1,1,0,1,0,1,1,0,25 - 29,3,Android,Woman,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Cat person
Chrome,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,(blank),(blank),Over 15mbps,8,7,8,5,7,9,4,5,7,6,7,1,4,7,4,7,8,7,8,Front-end web development,(blank),Web design,(blank),Web tooling development,(blank),(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),Custom built solution,MacOS,(blank),(blank),,0,1,0,1,1,0,1,0,0,25 - 29,6,Android,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Dog person
Chrome,(blank),(blank),Browser Push Notifications,(blank),(blank),(blank),(blank),(blank),More than 8 years,I don't know,5,2,3,0,5,9,5,5,5,5,5,0,0,0,7,10,5,5,2,Front-end web development,Back-end web development,Web design,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Angular,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),None of the above,(blank),My team doesn't practice a/b testing,MacOS,(blank),(blank),,0,0,1,1,1,0,1,1,0,40 - 49,12,Android,Man,A computer science degree,(blank),(blank),(blank),(blank),Dog person
Chrome,HTTP2,Service Workers,Browser Push Notifications,(blank),(blank),Less than 1 year,1-3 years,(blank),(blank),5mbps to 10mbps,7,8,5,5,3,10,5,7,5,8,5,7,3,6,6,7,8,6,9,Front-end web development,Back-end web development,Web design,(blank),Web tooling development,Admin/ops for web team,(blank),(blank),(blank),(blank),React,Angular,(blank),Vue,(blank),(blank),(blank),flexbox,grid,(blank),(blank),(blank),Open source library/framework,(blank),(blank),Linux,,0,1,0,0,1,0,1,1,0,18 - 24,2,Android,Man,A computer science degree,(blank),An intensive online learning program,A self-paced online learning program,(blank),Cat person
Chrome,HTTP2,Service Workers,Browser Push Notifications,Content Distribution Network (CDN),Accelerated Mobile Pages (AMP),(blank),(blank),3-8 years,(blank),I don't know,5,5,7,2,7,3,2,4,0,3,5,8,3,10,7,10,3,5,0,Front-end web development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Angular,(blank),Vue,(blank),(blank),(blank),flexbox,grid,preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,Windows,(blank),,1,1,1,1,1,1,1,1,1,40 - 49,19,iOS,Woman,(blank),(blank),(blank),(blank),None of the above,Neither
Chrome,HTTP2,Service Workers,(blank),Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,(blank),(blank),Over 15mbps,7,4,7,3,0,5,9,8,6,5,8,7,2,5,4,10,7,5,3,Front-end web development,Back-end web development,(blank),Product manager for web team,(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't use any JavaScript frameworks,(blank),flexbox,(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,(blank),(blank),,0,0,1,1,1,0,0,0,0,40 - 49,20,Android,Man,(blank),(blank),(blank),A self-paced online learning program,(blank),Cat person
Chrome,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,(blank),(blank),(blank),Over 15mbps,6,8,9,5,7,8,10,9,8,7,9,9,6,8,10,10,9,7,10,Front-end web development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),flexbox,grid,preprocessors,(blank),(blank),Third party product/service,MacOS,(blank),(blank),,1,0,1,1,1,0,1,1,0,25 - 29,1,iOS,Man,(blank),(blank),(blank),A self-paced online learning program,(blank),Dog person
Firefox,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),(blank),1-3 years,(blank),(blank),Over 15mbps,10,6,2,5,5,6,8,8,2,2,8,8,9,10,10,0,10,1,0,Front-end web development,Back-end web development,(blank),Product manager for web team,Web tooling development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't use any JavaScript frameworks,(blank),flexbox,(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,Windows,Linux,,1,1,0,1,1,0,1,1,0,30 - 34,12,Android,Man,A computer science degree,(blank),(blank),(blank),(blank),Cat person
Chrome,HTTP2,Service Workers,(blank),Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,(blank),(blank),500kbps to 2mbps,6,7,7,10,9,10,5,5,8,5,6,6,1,7,8,6,10,7,9,Front-end web development,Back-end web development,Web design,(blank),(blank),(blank),I am a developer but not for web,(blank),I am a designer but not for web,(blank),(blank),(blank),(blank),Vue,(blank),(blank),(blank),flexbox,grid,preprocessors,(blank),(blank),My team doesn't practice a/b testing,(blank),Windows,Linux,,0,1,1,0,1,0,0,1,0,18 - 24,3,Windows Phone,Man,(blank),(blank),(blank),(blank),None of the above,Cat person
Chrome,HTTP2,Service Workers,Browser Push Notifications,Content Distribution Network (CDN),Accelerated Mobile Pages (AMP),Less than 1 year,1-3 years,(blank),(blank),Less than 500kbps,8,3,6,4,6,8,9,7,4,7,6,7,7,7,5,8,9,10,7,Front-end web development,Back-end web development,Web design,(blank),(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),React,Angular,(blank),Vue,(blank),(blank),(blank),flexbox,grid,preprocessors,(blank),(blank),Custom built solution,MacOS,Windows,Linux,,0,0,1,1,1,0,1,1,0,25 - 29,2,,Man,(blank),(blank),(blank),(blank),None of the above,Cat person
Chrome,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,(blank),(blank),(blank),10mbps to 15mbps,8,3,6,0,2,9,5,5,2,3,4,0,9,10,10,10,6,7,8,Front-end web development,Back-end web development,(blank),(blank),(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),Third party product/service,MacOS,Windows,(blank),,0,0,1,1,1,0,1,1,0,30 - 34,10,,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Dog person
Chrome,(blank),Service Workers,(blank),Content Distribution Network (CDN),(blank),Less than 1 year,(blank),(blank),(blank),Over 15mbps,8,6,9,6,4,8,5,,,,8,,,3,6,10,7,7,,Front-end web development,(blank),Web design,(blank),(blank),(blank),(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),flexbox,grid,(blank),(blank),(blank),,MacOS,(blank),(blank),,0,0,1,1,1,0,1,1,1,25 - 29,1,,Man,(blank),An in-person bootcamp/coding school graduation,(blank),A self-paced online learning program,(blank),Dog person
Chrome,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,(blank),(blank),10mbps to 15mbps,5,3,8,7,6,8,8,7,9,8,7,7,6,9,6,0,8,5,7,Front-end web development,Back-end web development,(blank),Product manager for web team,Web tooling development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I use frameworks but none of these,(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),Custom built solution,MacOS,(blank),(blank),,0,1,1,1,1,0,0,1,0,18 - 24,5,,Man,A computer science degree,(blank),(blank),(blank),(blank),Neither
Chrome,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),(blank),1-3 years,(blank),(blank),Over 15mbps,7,6,6,8,5,9,3,4,7,5,6,0,3,7,6,7,10,8,7,Front-end web development,(blank),Web design,Product manager for web team,Web tooling development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I use frameworks but none of these,(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,(blank),Windows,Linux,,0,0,1,1,1,0,1,1,0,18 - 24,2,,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Neither
Firefox,(blank),(blank),(blank),(blank),(blank),Less than 1 year,(blank),(blank),(blank),Over 15mbps,5,5,3,7,7,7,10,10,5,5,5,6,2,2,7,8,5,3,5,(blank),(blank),(blank),(blank),(blank),(blank),I am a developer but not for web,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't write front-end JavaScript,(blank),(blank),(blank),(blank),I don't work with CSS,My team doesn't practice a/b testing,(blank),Windows,(blank),,0,1,0,0,1,0,0,0,0,18 - 24,3,,Man,A computer science degree,(blank),(blank),(blank),(blank),Dog person
Chrome,(blank),(blank),(blank),(blank),(blank),(blank),1-3 years,(blank),(blank),Over 15mbps,8,4,3,6,6,8,8,5,,,6,8,3,5,4,8,,,6,Front-end web development,Back-end web development,Web design,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Angular,(blank),(blank),(blank),(blank),(blank),flexbox,grid,(blank),(blank),(blank),My team doesn't practice a/b testing,(blank),Windows,(blank),,0,0,1,1,1,0,0,1,0,40 - 49,15,,Man,(blank),(blank),(blank),(blank),None of the above,Neither
Chrome,HTTP2,(blank),(blank),(blank),Accelerated Mobile Pages (AMP),(blank),(blank),(blank),More than 8 years,5mbps to 10mbps,,6,4,8,7,5,2,3,5,4,7,9,4,5,8,8,5,5,2,Front-end web development,(blank),Web design,Product manager for web team,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't use any JavaScript frameworks,(blank),flexbox,(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,(blank),Windows,(blank),,0,1,1,1,0,,,,,,,,Woman,(blank),(blank),(blank),A self-paced online learning program,(blank),Cat person
Chrome,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,(blank),(blank),Over 15mbps,9,9,10,6,4,8,6,6,5,5,8,6,5,5,5,10,8,9,7,Front-end web development,Back-end web development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),React,(blank),(blank),Vue,(blank),I don't use any JavaScript frameworks,(blank),flexbox,(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,(blank),(blank),,0,0,1,1,1,0,0,0,1,18 - 24,2,,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Dog person
Firefox,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),(blank),1-3 years,(blank),(blank),2mbps to 5mbps,5,7,7,2,5,4,5,5,6,5,4,2,4,5,6,7,5,7,5,(blank),Back-end web development,(blank),(blank),(blank),(blank),I am a developer but not for web,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't write front-end JavaScript,flexbox,(blank),(blank),(blank),(blank),My team doesn't practice a/b testing,(blank),Windows,Linux,,0,1,1,0,1,1,0,0,0,18 - 24,2,,Man,A computer science degree,(blank),An intensive online learning program,A self-paced online learning program,(blank),Neither
Chrome,HTTP2,(blank),(blank),Content Distribution Network (CDN),(blank),(blank),1-3 years,3-8 years,(blank),Over 15mbps,7,6,8,6,5,7,3,3,7,5,7,8,6,10,,10,10,7,8,Front-end web development,Back-end web development,Web design,(blank),(blank),(blank),(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),flexbox,(blank),preprocessors,(blank),(blank),Third party product/service,MacOS,(blank),(blank),,0,0,1,0,1,0,1,1,0,25 - 29,5,,Man,A computer science degree,(blank),(blank),(blank),(blank),Dog person
Chrome,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),(blank),1-3 years,(blank),(blank),I don't know,,7,8,2,,5,3,7,,,8,9,3,10,6,10,6,7,9,Front-end web development,Back-end web development,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Angular,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't work with CSS,My team doesn't practice a/b testing,(blank),Windows,(blank),,0,0,1,0,1,0,1,1,1,30 - 34,3,,Woman,(blank),An in-person bootcamp/coding school graduation,(blank),(blank),(blank),Cat person
Firefox,(blank),(blank),(blank),Content Distribution Network (CDN),Accelerated Mobile Pages (AMP),Less than 1 year,1-3 years,(blank),(blank),10mbps to 15mbps,4,3,7,7,5,8,7,8,3,2,4,2,8,3,5,8,6,8,1,Front-end web development,Back-end web development,(blank),Product manager for web team,(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),React,(blank),(blank),Vue,(blank),(blank),(blank),flexbox,grid,(blank),(blank),(blank),Custom built solution,(blank),Windows,(blank),,0,1,0,1,1,0,1,1,1,40 - 49,26,,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Dog person
Firefox,HTTP2,Service Workers,Browser Push Notifications,Content Distribution Network (CDN),(blank),Less than 1 year,1-3 years,(blank),(blank),Over 15mbps,7,6,7,8,6,8,7,8,5,5,7,8,4,6,4,8,9,6,8,Front-end web development,Back-end web development,Web design,(blank),Web tooling development,(blank),(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),flexbox,grid,preprocessors,(blank),(blank),Third party product/service,(blank),(blank),Linux,,0,1,1,1,1,1,1,1,0,18 - 24,6,,Man,(blank),(blank),(blank),(blank),None of the above,Cat person
Chrome,(blank),(blank),(blank),(blank),(blank),Less than 1 year,1-3 years,3-8 years,(blank),2mbps to 5mbps,,8,2,6,8,8,8,7,5,,8,6,6,0,8,10,,,7,Front-end web development,Back-end web development,(blank),Product manager for web team,Web tooling development,Admin/ops for web team,(blank),(blank),(blank),(blank),React,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,(blank),(blank),,0,1,1,1,1,,0,1,0,50 - 64,14,,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),
Chrome,(blank),Service Workers,(blank),(blank),(blank),(blank),(blank),3-8 years,(blank),I don't know,10,5,10,5,4,10,5,5,5,5,4,0,10,8,8,10,10,10,10,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Angular,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I don't work with CSS,,(blank),Windows,(blank),,1,1,0,,1,0,0,0,0,50 - 64,18,,Man,A computer science degree,(blank),(blank),A self-paced online learning program,(blank),Neither
Firefox,(blank),(blank),(blank),Content Distribution Network (CDN),(blank),(blank),1-3 years,(blank),(blank),Over 15mbps,7,5,8,5,5,7,5,6,,,,4,3,8,6,10,7,5,4,Front-end web development,Back-end web development,Web design,Product manager for web team,(blank),Admin/ops for web team,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),I use frameworks but none of these,(blank),(blank),flexbox,grid,preprocessors,(blank),(blank),My team doesn't practice a/b testing,MacOS,(blank),Linux,,0,1,1,1,1,0,1,1,0,40 - 49,5,,Man,A computer science degree,(blank),(blank),(blank),(blank),Cat person
